BookID,Title,Author,Maktaba,Category,PageCount,ActionStatus
26210,فتوح البلدان - part 3,,Maktaba Shamela,General,88,DELETED (Duplicate of BookID #26208)
26211,نزهة المشتاق في اختراق الآفاق,,Maktaba Shamela,General,310,REMAINING (Kept Primary)
26212,العقيدة الواسطية,,Maktaba Shamela,General,34,REMAINING (Kept Primary)
26213,بيان تلبيس الجهمية - part 1,,Maktaba Shamela,General,628,REMAINING (Kept Primary)
26214,بيان تلبيس الجهمية - part 2,,Maktaba Shamela,General,554,DELETED (Duplicate of BookID #26213)
26215,رسالة في تحقيق التوكل,,Maktaba Shamela,General,15,REMAINING (Kept Primary)
26216,فتوى حول التغني بالقرآن بما يخرجه عن استقامته,,Maktaba Shamela,General,3,REMAINING (Kept Primary)
26217,اعتقاد أهل السنة شرح أصحاب الحديث,,Maktaba Shamela,General,189,REMAINING (Kept Primary)
26218,مختصر الفتاوي المصرية لابن تيمية - part 1,,Maktaba Shamela,General,500,REMAINING (Kept Primary)
26219,مختصر الفتاوي المصرية لابن تيمية - part 2,,Maktaba Shamela,General,114,DELETED (Duplicate of BookID #26218)
26220,التبيان في أقسام القرآن,,Maktaba Shamela,General,119,DELETED (Duplicate of BookID #51247)
26221,بدائع الفوائد - part 1,,Maktaba Shamela,General,218,DELETED (Duplicate of BookID #44509)
26222,بدائع الفوائد - part 2,,Maktaba Shamela,General,262,DELETED (Duplicate of BookID #44509)
26223,بدائع الفوائد - part 3,,Maktaba Shamela,General,282,DELETED (Duplicate of BookID #44509)
26224,بدائع الفوائد - part 4,,Maktaba Shamela,General,211,DELETED (Duplicate of BookID #44509)
26225,شفاء العليل,,Maktaba Shamela,General,306,REMAINING (Kept Primary)
26226,إصلاح المال,,Maktaba Shamela,General,498,REMAINING (Kept Primary)
26227,التوبة,,Maktaba Shamela,General,346,REMAINING (Kept Primary)
26228,العزلة والإنفراد,,Maktaba Shamela,General,126,REMAINING (Kept Primary)
26229,المتمنين,,Maktaba Shamela,General,74,REMAINING (Kept Primary)
